Film_title,Director,Average_rating,Genres,Total_ratings,Film_URL,,,,
Martyrs,Pascal Laugier,3.63,"['Horror', 'Thriller', 'Drama']",190326,https://letterboxd.com/film/martyrs/,,,,
Sweatshop,Stacy Davidson,2.79,"['Horror', 'Thriller']",21,698,https://letterboxd.com/film/sweatshop/,,,
Vampire Girl vs. Frankenstein Girl,"Yoshihiro Nishimura, Naoyuki Tomomatsu",2.92,"['Comedy', 'Horror']",2626,https://letterboxd.com/film/vampire-girl-vs-frankenstein-girl/,,,,
Pontypool,Bruce McDonald,3.35,"['Horror', 'Science Fiction', 'Mystery']",43284,https://letterboxd.com/film/pontypool/,,,,
Inside,"Julien Maury, Alexandre Bustillo",3.47,['Horror'],53488,https://letterboxd.com/film/inside-2007/,,,,
The Machine Girl,Noboru Iguchi,3.29,"['Comedy', 'Horror', 'Action', 'Adventure', 'Thriller', 'Crime']",12064,https://letterboxd.com/film/the-machine-girl/,,,,
"The Beast from 20,000 Fathoms",Eugène Lourié,3.27,"['Science Fiction', 'Horror', 'Drama']",7476,https://letterboxd.com/film/the-beast-from-20000-fathoms/,,,,
The Beast of the Yellow Night,Eddie Romero,2.59,['Horror'],672,https://letterboxd.com/film/the-beast-of-the-yellow-night/,,,,
The Beast Within,Philippe Mora,2.91,"['Horror', 'Fantasy', 'Science Fiction']",4868,https://letterboxd.com/film/the-beast-within/,,,,
Beauty and the Beast,Jean Cocteau,4.08,"['Fantasy', 'Drama', 'Romance']",43636,https://letterboxd.com/film/beauty-and-the-beast/,,,,
The Beast in the Cellar,James Kelley,2.83,"['Horror', 'Thriller']",829,https://letterboxd.com/film/the-beast-in-the-cellar/,,,,
Beauty and the Beast,Edward L. Cahn,nan,"['Horror', 'Romance']",92,https://letterboxd.com/film/beauty-and-the-beast-1962/,,,,
The Beast Must Die,Paul Annett,2.85,"['Mystery', 'Horror']",5280,https://letterboxd.com/film/the-beast-must-die/,,,,
The Beast That Killed Women,Barry Mahon,2.85,['Horror'],262,https://letterboxd.com/film/the-beast-that-killed-women/,,,,
The Beat Generation,Charles F. Haas,nan,['Crime'],198,https://letterboxd.com/film/the-beat-generation/,,,,
Beauty and the Beast,Fielder Cook,nan,"['Family', 'TV Movie', 'Romance', 'Fantasy']",98,https://letterboxd.com/film/beauty-and-the-beast-1976/,,,,
Beast of Blood,Eddie Romero,2.88,"['Horror', 'Adventure']",646,https://letterboxd.com/film/beast-of-blood/,,,,
The Beast with Five Fingers,Robert Florey,3.27,"['Thriller', 'Horror']",2109,https://letterboxd.com/film/the-beast-with-five-fingers/,,,,
Beat the Devil,John Huston,3.23,"['Adventure', 'Comedy']",7048,https://letterboxd.com/film/beat-the-devil/,,,,
The Beast of Hollow Mountain,"Ismael Rodríguez, Edward Nassour",2.02,"['Horror', 'Western', 'Science Fiction']",1793,https://letterboxd.com/film/the-beast-of-hollow-mountain/,,,,
The Beast with a Million Eyes,David Kramarsky,2.36,"['Horror', 'Science Fiction']",1161,https://letterboxd.com/film/the-beast-with-a-million-eyes/,,,,
The Beatniks,Paul Frees,2.46,"['Crime', 'Drama']",691,https://letterboxd.com/film/the-beatniks/,,,,
Because They're Young,Paul Wendkos,nan,['Drama'],91,https://letterboxd.com/film/because-theyre-young/,,,,
Taurus,Aleksandr Sokurov,3.62,['Drama'],1044,https://letterboxd.com/film/taurus/,,,,
My Life as a Dog,Lasse Hallström,3.88,"['Drama', 'Comedy']",13626,https://letterboxd.com/film/my-life-as-a-dog/,,,,
Werckmeister Harmonies,Béla Tarr,4.31,['Drama'],32818,https://letterboxd.com/film/werckmeister-harmonies/,,,,
Scenes from a Marriage,Ingmar Bergman,4.38,"['Romance', 'Drama']",45616,https://letterboxd.com/film/scenes-from-a-marriage/,,,,
Moloch,Aleksandr Sokurov,3.62,"['Drama', 'History']",1927,https://letterboxd.com/film/moloch/,,,,
Claire's Knee,Éric Rohmer,3.87,"['Romance', 'Drama']",31863,https://letterboxd.com/film/claires-knee/,,,,
The Second Circle,Aleksandr Sokurov,3.82,['Drama'],1091,https://letterboxd.com/film/the-second-circle/,,,,
Three Colours Trilogy,nan,4.4,nan,1614,https://letterboxd.com/film/three-colours-trilogy/,,,,
That Most Important Thing: Love,Andrzej Żuławski,3.69,"['Romance', 'Drama']",9189,https://letterboxd.com/film/that-most-important-thing-love/,,,,
Walker,Alex Cox,3.78,"['Drama', 'History', 'Western']",11710,https://letterboxd.com/film/walker/,,,,
The Parallax View,Alan J. Pakula,3.82,"['Drama', 'Thriller', 'Crime']",42813,https://letterboxd.com/film/the-parallax-view/,,,,
The Saddest Music in the World,Guy Maddin,3.76,"['Comedy', 'Music', 'Drama']",5698,https://letterboxd.com/film/the-saddest-music-in-the-world/,,,,
Blood Tea and Red String,Christiane Cegavske,3.85,"['Thriller', 'Fantasy', 'Animation']",7216,https://letterboxd.com/film/blood-tea-and-red-string/,,,,
Kinetta,Yorgos Lanthimos,2.42,['Drama'],10966,https://letterboxd.com/film/kinetta/,,,,
L'Âge d'or,Luis Buñuel,3.64,"['Romance', 'Drama', 'Comedy']",20642,https://letterboxd.com/film/lage-dor/,,,,
My Winnipeg,Guy Maddin,3.96,"['Drama', 'Comedy', 'Documentary']",13320,https://letterboxd.com/film/my-winnipeg/,,,,
Critters 3,Kristine Peterson,2.37,"['Horror', 'Comedy', 'Science Fiction']",11109,https://letterboxd.com/film/critters-3/,,,,
Dark Skies,Scott Stewart,2.77,"['Thriller', 'Horror', 'Science Fiction']",34945,https://letterboxd.com/film/dark-skies-2013/,,,,
Bite,Chad Archibald,2.52,['Horror'],4350,https://letterboxd.com/film/bite-2015/,,,,
The Man Without a Face,Mel Gibson,3.22,['Drama'],9014,https://letterboxd.com/film/the-man-without-a-face/,,,,
The Hoarder,Matt Winn,2.1,"['Thriller', 'Horror']",1755,https://letterboxd.com/film/the-hoarder/,,,,
Spring,"Aaron Moorhead, Justin Benson",3.47,"['Horror', 'Romance', 'Science Fiction']",32349,https://letterboxd.com/film/spring-2014/,,,,
The Cabinet of Dr. Caligari,Robert Wiene,4.07,"['Crime', 'Drama', 'Thriller', 'Horror']",179506,https://letterboxd.com/film/the-cabinet-of-dr-caligari-1920/,,,,
31,Rob Zombie,2.52,"['Thriller', 'Horror']",33169,https://letterboxd.com/film/31-2016/,,,,
Critters,Stephen Herek,3.04,"['Comedy', 'Science Fiction', 'Horror']",37723,https://letterboxd.com/film/critters/,,,,
Hoodwinked!,Cory Edwards,3.33,"['Family', 'Animation', 'Crime', 'Comedy', 'Music']",159962,https://letterboxd.com/film/hoodwinked/,,,,
Fresh Meat,Danny Mulheron,3.11,"['Horror', 'Comedy']",1337,https://letterboxd.com/film/fresh-meat/,,,,
Critters 2,Mick Garris,3.01,"['Comedy', 'Science Fiction', 'Horror']",16221,https://letterboxd.com/film/critters-2/,,,,
Cooties,"Cary Murnion, Jonathan Milott",2.78,"['Thriller', 'Comedy', 'Horror', 'Science Fiction', 'Action']",33981,https://letterboxd.com/film/cooties/,,,,
Edge of Madness,Anne Wheeler,nan,"['Mystery', 'Drama', 'Thriller']",77,https://letterboxd.com/film/edge-of-madness/,,,,
Mulholland Drive,David Lynch,4.26,"['Mystery', 'Drama', 'Thriller']",825070,https://letterboxd.com/film/mulholland-drive/,,,,
May,Lucky McKee,3.6,"['Comedy', 'Horror', 'Drama']",81986,https://letterboxd.com/film/may/,,,,
Slither,James Gunn,3.22,"['Horror', 'Comedy', 'Science Fiction']",76753,https://letterboxd.com/film/slither/,,,,
Alyce Kills,Jay Lee,2.96,"['Horror', 'Thriller']",1075,https://letterboxd.com/film/alyce-kills/,,,,
A Tale of Two Sisters,Kim Jee-woon,3.7,"['Drama', 'Mystery', 'Horror']",98539,https://letterboxd.com/film/a-tale-of-two-sisters/,,,,
Hell Baby,"Robert Ben Garant, Thomas Lennon",2.64,"['Comedy', 'Horror']",4536,https://letterboxd.com/film/hell-baby/,,,,
Before I Hang,Nick Grindé,3.07,"['Crime', 'Horror', 'Science Fiction']",1064,https://letterboxd.com/film/before-i-hang/,,,,
Bell from Hell,Claudio Guerín Hill,3.2,"['Thriller', 'Horror', 'Drama']",1255,https://letterboxd.com/film/bell-from-hell/,,,,
The Best Man Wins,Erle C. Kenton,nan,nan,28,https://letterboxd.com/film/the-best-man-wins/,,,,
The Bed Sitting Room,Richard Lester,3.19,"['Comedy', 'Science Fiction']",2210,https://letterboxd.com/film/the-bed-sitting-room/,,,,
The Bees,Alfredo Zacarías,2.52,"['Thriller', 'Science Fiction', 'Horror']",2289,https://letterboxd.com/film/the-bees/,,,,
Bela Lugosi Meets a Brooklyn Gorilla,William Beaudine,2.2,"['Horror', 'Science Fiction', 'Comedy']",1211,https://letterboxd.com/film/bela-lugosi-meets-a-brooklyn-gorilla/,,,,
Berserk!,Jim O'Connolly,2.82,"['Thriller', 'Horror', 'Mystery', 'Crime', 'Drama']",2352,https://letterboxd.com/film/berserk/,,,,
The Bedford Incident,James B. Harris,3.62,"['Thriller', 'Drama', 'Action', 'War']",1749,https://letterboxd.com/film/the-bedford-incident/,,,,
Beginning of the End,Bert I. Gordon,2.43,"['Science Fiction', 'Horror']",1400,https://letterboxd.com/film/beginning-of-the-end/,,,,
Betrayed Women,Edward L. Cahn,nan,"['Drama', 'Crime']",47,https://letterboxd.com/film/betrayed-women/,,,,
Ben,Phil Karlson,2.73,"['Horror', 'Thriller']",3633,https://letterboxd.com/film/ben/,,,,
Between Two Worlds,Edward A. Blatt,3.34,"['Drama', 'Fantasy']",676,https://letterboxd.com/film/between-two-worlds/,,,,
Beneath the Planet of the Apes,Ted Post,2.76,"['Mystery', 'Adventure', 'Science Fiction']",57882,https://letterboxd.com/film/beneath-the-planet-of-the-apes/,,,,
The Beginning or the End,Norman Taurog,nan,"['Documentary', 'History', 'War', 'Drama']",192,https://letterboxd.com/film/the-beginning-or-the-end/,,,,
Bedlam,Mark Robson,3.38,"['Thriller', 'Drama']",3364,https://letterboxd.com/film/bedlam/,,,,
Bedtime for Bonzo,Frederick de Cordova,2.87,"['Comedy', 'Romance', 'Family']",1041,https://letterboxd.com/film/bedtime-for-bonzo/,,,,
Behind the Mask,John Francis Dillon,3.06,"['Crime', 'Thriller', 'Horror']",388,https://letterboxd.com/film/behind-the-mask/,,,,
The Fiend,Robert Hartford-Davis,3.1,['Horror'],689,https://letterboxd.com/film/the-fiend-1972/,,,,
The Free Will,Matthias Glasner,3.75,"['Crime', 'Drama']",1344,https://letterboxd.com/film/the-free-will/,,,,
Beautiful City,Asghar Farhadi,3.66,['Drama'],3587,https://letterboxd.com/film/beautiful-city/,,,,
As Tears Go By,Wong Kar-wai,3.6,"['Crime', 'Romance', 'Drama']",44303,https://letterboxd.com/film/as-tears-go-by/,,,,
Beau Travail,Claire Denis,4.13,['Drama'],99381,https://letterboxd.com/film/beau-travail/,,,,
Dancing in the Dust,Asghar Farhadi,3.2,['Drama'],1569,https://letterboxd.com/film/dancing-in-the-dust/,,,,
The Fall of the House of Usher,Jean Epstein,3.73,['Horror'],10090,https://letterboxd.com/film/the-fall-of-the-house-of-usher/,,,,
Kes,Ken Loach,4.23,['Drama'],40474,https://letterboxd.com/film/kes/,,,,
Lady Snowblood,Toshiya Fujita,4.08,"['Action', 'Crime', 'Drama']",56210,https://letterboxd.com/film/lady-snowblood/,,,,
Incendies,Denis Villeneuve,4.42,"['Mystery', 'War', 'Drama']",346290,https://letterboxd.com/film/incendies/,,,,
Blissfully Yours,Apichatpong Weerasethakul,3.91,"['Drama', 'Romance']",7029,https://letterboxd.com/film/blissfully-yours/,,,,
The Music Lovers,Ken Russell,3.74,"['Drama', 'Music']",2837,https://letterboxd.com/film/the-music-lovers/,,,,
About Elly,Asghar Farhadi,4.13,['Drama'],37358,https://letterboxd.com/film/about-elly/,,,,
Torso,Sergio Martino,3.43,"['Horror', 'Mystery', 'Thriller']",18578,https://letterboxd.com/film/torso/,,,,
Dead or Alive 2: Birds,Takashi Miike,3.68,"['Comedy', 'Drama', 'Crime']",5443,https://letterboxd.com/film/dead-or-alive-2-birds/,,,,
964 Pinocchio,Shozin Fukui,3.36,"['Thriller', 'Horror', 'Science Fiction']",18160,https://letterboxd.com/film/964-pinocchio/,,,,
Agitator,Takashi Miike,3.54,"['Crime', 'Drama']",914,https://letterboxd.com/film/agitator/,,,,
Enron: The Smartest Guys in the Room,Alex Gibney,3.66,['Documentary'],14454,https://letterboxd.com/film/enron-the-smartest-guys-in-the-room/,,,,
Hud,Martin Ritt,4.01,"['Drama', 'Western']",18680,https://letterboxd.com/film/hud/,,,,
Bleeder,Nicolas Winding Refn,3.59,"['Crime', 'Drama']",14133,https://letterboxd.com/film/bleeder/,,,,
Marwencol,Jeff Malmberg,3.81,['Documentary'],4759,https://letterboxd.com/film/marwencol/,,,,
Dead or Alive: Final,Takashi Miike,2.9,"['Comedy', 'Action', 'Science Fiction', 'Crime']",3164,https://letterboxd.com/film/dead-or-alive-final/,,,,
Session 9,Brad Anderson,3.16,"['Horror', 'Mystery', 'Drama']",51344,https://letterboxd.com/film/session-9/,,,,
Ink,Jamin Winans,3.29,"['Action', 'Fantasy']",5177,https://letterboxd.com/film/ink/,,,,
Aftermath,Nacho Cerdá,2.58,"['Horror', 'Crime']",4966,https://letterboxd.com/film/aftermath/,,,,
The Frame,Jamin Winans,3.35,"['Drama', 'Science Fiction']",1263,https://letterboxd.com/film/the-frame/,,,,
Zebraman,Takashi Miike,3.3,"['Action', 'Comedy']",3122,https://letterboxd.com/film/zebraman/,,,,
Right at Your Door,Chris Gorak,3.1,"['Science Fiction', 'Thriller', 'Drama']",3396,https://letterboxd.com/film/right-at-your-door/,,,,
My Life Directed by Nicolas Winding Refn,Liv Corfixen,3.35,['Documentary'],4229,https://letterboxd.com/film/my-life-directed-by-nicolas-winding-refn/,,,,
Opera,Dario Argento,3.65,"['Thriller', 'Horror', 'Crime']",52553,https://letterboxd.com/film/opera/,,,,
Them,"David Moreau, Xavier Palud",3.11,"['Thriller', 'Horror']",20559,https://letterboxd.com/film/them-2006/,,,,
The Invitation,Karyn Kusama,3.3,"['Thriller', 'Horror']",209477,https://letterboxd.com/film/the-invitation-2015/,,,,
Cure,Kiyoshi Kurosawa,4.26,"['Crime', 'Mystery', 'Thriller', 'Horror']",201093,https://letterboxd.com/film/cure/,,,,
The Bridge,Eric Steel,3.39,['Documentary'],9091,https://letterboxd.com/film/the-bridge-2006/,,,,
Shoot 'Em Up,Michael Davis,3.12,"['Comedy', 'Thriller', 'Action', 'Crime']",43496,https://letterboxd.com/film/shoot-em-up/,,,,
Gozu,Takashi Miike,3.67,"['Mystery', 'Crime', 'Horror', 'Thriller']",15257,https://letterboxd.com/film/gozu/,,,,
Miracle Beach,Skott Snider,2.78,"['Romance', 'Fantasy', 'Science Fiction', 'Comedy']",931,https://letterboxd.com/film/miracle-beach/,,,,
Witchboard 2: The Devil's Doorway,Kevin Tenney,2.65,"['Horror', 'Mystery']",1498,https://letterboxd.com/film/witchboard-2-the-devils-doorway/,,,,
She's Out of Control,Stan Dragoti,2.53,"['Comedy', 'Romance']",2274,https://letterboxd.com/film/shes-out-of-control/,,,,
Rescue Me,Arthur Allan Seidelman,2.87,"['Action', 'Comedy']",387,https://letterboxd.com/film/rescue-me/,,,,
Ticks,Tony Randel,3,"['Horror', 'Science Fiction']",8977,https://letterboxd.com/film/ticks/,,,,
Pumpkinhead II: Blood Wings,Jeff Burr,2.46,"['Horror', 'Thriller', 'Fantasy']",4929,https://letterboxd.com/film/pumpkinhead-ii-blood-wings/,,,,
Virtual Seduction,Paul Ziller,nan,"['Science Fiction', 'TV Movie']",86,https://letterboxd.com/film/virtual-seduction/,,,,
Demolition University,Kevin Tenney,2.82,"['Thriller', 'Action']",277,https://letterboxd.com/film/demolition-university/,,,,
Stepmonster,Jeremy Stanford,3.09,"['Horror', 'Comedy']",383,https://letterboxd.com/film/stepmonster/,,,,
Unfriended,Levan Gabriadze,2.34,"['Horror', 'Thriller', 'Mystery']",222305,https://letterboxd.com/film/unfriended/,,,,
Wolf Creek,Greg McLean,3,"['Thriller', 'Horror']",53190,https://letterboxd.com/film/wolf-creek/,,,,
I Saw the Devil,Kim Jee-woon,4.03,"['Thriller', 'Horror']",224355,https://letterboxd.com/film/i-saw-the-devil/,,,,
Wolf Creek 2,Greg McLean,3.06,"['Thriller', 'Horror']",18374,https://letterboxd.com/film/wolf-creek-2/,,,,
Once Upon a Time in China,Tsui Hark,3.71,"['Action', 'Drama']",16138,https://letterboxd.com/film/once-upon-a-time-in-china/,,,,
Bewitched,Arch Oboler,3.12,"['Thriller', 'Crime', 'Drama']",305,https://letterboxd.com/film/bewitched/,,,,
Beyond Atlantis,Eddie Romero,2.41,"['Science Fiction', 'Fantasy', 'Horror']",972,https://letterboxd.com/film/beyond-atlantis/,,,,
Beyond the Door,"Ovidio G. Assonitis, Roberto D'Ettorre Piazzoli",2.73,['Horror'],4712,https://letterboxd.com/film/beyond-the-door/,,,,
The Last American Virgin,Boaz Davidson,3.21,['Comedy'],6918,https://letterboxd.com/film/the-last-american-virgin/,,,,
Mischief,Mel Damski,3.11,"['Comedy', 'Romance']",3048,https://letterboxd.com/film/mischief/,,,,
Hot Dog... The Movie,Peter Markle,2.62,"['Comedy', 'Romance']",2780,https://letterboxd.com/film/hot-dog-the-movie/,,,,
Porky's Revenge,James Komack,2.36,['Comedy'],3328,https://letterboxd.com/film/porkys-revenge/,,,,
Stewardess School,Ken Blancato,2.77,['Comedy'],556,https://letterboxd.com/film/stewardess-school/,,,,
Blame It on Rio,Stanley Donen,2.58,"['Comedy', 'Romance']",4722,https://letterboxd.com/film/blame-it-on-rio/,,,,
Hamburger: The Motion Picture,Mike Marvin,2.7,['Comedy'],1063,https://letterboxd.com/film/hamburger-the-motion-picture/,,,,
Up the Creek,Robert Butler,2.63,['Comedy'],1978,https://letterboxd.com/film/up-the-creek/,,,,
Screwballs,Rafal Zielinski,2.35,['Comedy'],2570,https://letterboxd.com/film/screwballs/,,,,
Porky's II: The Next Day,Bob Clark,2.48,['Comedy'],5067,https://letterboxd.com/film/porkys-ii-the-next-day/,,,,
Hardbodies,Mark Griffiths,2.59,['Comedy'],2854,https://letterboxd.com/film/hardbodies/,,,,
A Useful Life,Federico Veiroj,3.49,"['Comedy', 'Drama']",2069,https://letterboxd.com/film/a-useful-life/,,,,
Guilty of Romance,Sion Sono,3.74,"['Mystery', 'Thriller', 'Horror']",10766,https://letterboxd.com/film/guilty-of-romance/,,,,
Many Wars Ago...,Francesco Rosi,3.81,"['War', 'Drama']",2029,https://letterboxd.com/film/many-wars-ago/,,,,
Diamonds of the Night,Jan Němec,3.91,['Drama'],7359,https://letterboxd.com/film/diamonds-of-the-night/,,,,
Privilege,Peter Watkins,3.54,['Drama'],1488,https://letterboxd.com/film/privilege/,,,,
The Warped Ones,Koreyoshi Kurahara,3.73,"['Drama', 'Crime']",2581,https://letterboxd.com/film/the-warped-ones/,,,,
Park Row,Samuel Fuller,3.76,"['Thriller', 'History', 'Drama']",3138,https://letterboxd.com/film/park-row/,,,,
Passenger,"Andrzej Munk, Witold Lesiewicz",3.87,"['War', 'Drama']",2971,https://letterboxd.com/film/passenger/,,,,
Isn't Anyone Alive?,Gakuryu Ishii,3.28,['Comedy'],346,https://letterboxd.com/film/isnt-anyone-alive/,,,,
Crazy Thunder Road,Gakuryu Ishii,3.5,"['Science Fiction', 'Action', 'Drama']",2341,https://letterboxd.com/film/crazy-thunder-road/,,,,
Theorem,Pier Paolo Pasolini,3.91,"['Drama', 'Mystery']",40124,https://letterboxd.com/film/theorem/,,,,
The Bad and the Beautiful,Vincente Minnelli,3.98,"['Romance', 'Drama']",18082,https://letterboxd.com/film/the-bad-and-the-beautiful/,,,,
Fixed Bayonets!,Samuel Fuller,3.59,"['Action', 'War', 'Drama']",1716,https://letterboxd.com/film/fixed-bayonets/,,,,
Forty Guns,Samuel Fuller,3.69,['Western'],10950,https://letterboxd.com/film/forty-guns/,,,,
Attenberg,Athina Rachel Tsangari,3.48,['Drama'],13125,https://letterboxd.com/film/attenberg/,,,,
The Lost Honor of Katharina Blum,"Volker Schlöndorff, Margarethe von Trotta",3.68,['Drama'],4893,https://letterboxd.com/film/the-lost-honor-of-katharina-blum/,,,,
Black Moon,Louis Malle,3.28,"['Fantasy', 'Horror', 'Mystery']",9091,https://letterboxd.com/film/black-moon-1975/,,,,
Red Road,Andrea Arnold,3.64,"['Thriller', 'Drama']",11501,https://letterboxd.com/film/red-road/,,,,
The Steel Helmet,Samuel Fuller,3.81,"['Action', 'Drama', 'War']",6285,https://letterboxd.com/film/the-steel-helmet/,,,,
Nekromantik,Jörg Buttgereit,2.63,"['Drama', 'Horror']",20576,https://letterboxd.com/film/nekromantik/,,,,
Starry Eyes,"Kevin Kölsch, Dennis Widmyer",3.12,"['Horror', 'Fantasy', 'Mystery']",29187,https://letterboxd.com/film/starry-eyes/,,,,
Naked Souls,Lyndon Chubbuck,2.58,"['Thriller', 'Science Fiction']",577,https://letterboxd.com/film/naked-souls/,,,,
"Dude, Where's My Car?",Danny Leiner,2.67,"['Science Fiction', 'Comedy', 'Mystery', 'Romance']",98950,https://letterboxd.com/film/dude-wheres-my-car/,,,,
The Woods,Lucky McKee,2.84,"['Mystery', 'Horror', 'Thriller']",7738,https://letterboxd.com/film/the-woods/,,,,
4Got10,Timothy Woodward Jr.,2.58,['Action'],431,https://letterboxd.com/film/4got10/,,,,
Alleycats,Ian Bonhôte,2.97,"['Thriller', 'Action']",267,https://letterboxd.com/film/alleycats/,,,,
All Girls Weekend,Lou Simon,2.52,['Horror'],349,https://letterboxd.com/film/all-girls-weekend/,,,,
The Burning Dead,Rene Perez,2.55,['Horror'],302,https://letterboxd.com/film/the-burning-dead/,,,,
All the Boys Love Mandy Lane,Jonathan Levine,2.74,"['Thriller', 'Horror', 'Mystery']",19905,https://letterboxd.com/film/all-the-boys-love-mandy-lane/,,,,
Nekromantik 2,Jörg Buttgereit,3.05,"['Drama', 'Horror', 'Romance']",6178,https://letterboxd.com/film/nekromantik-2/,,,,
Zombeavers,Jordan Rubin,2.31,"['Horror', 'Comedy', 'Action']",27655,https://letterboxd.com/film/zombeavers/,,,,
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Stanley Kubrick,4.3,"['Comedy', 'War']",480323,https://letterboxd.com/film/dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb/,,,,
Hook,Steven Spielberg,3.42,"['Family', 'Comedy', 'Adventure', 'Fantasy']",281224,https://letterboxd.com/film/hook/,,,,
Stop! Or My Mom Will Shoot,Roger Spottiswoode,2.1,"['Action', 'Comedy']",17938,https://letterboxd.com/film/stop-or-my-mom-will-shoot/,,,,
Foxy Brown,Jack Hill,3.44,"['Crime', 'Action', 'Thriller']",21926,https://letterboxd.com/film/foxy-brown/,,,,
Hellmouth,John Geddes,2.99,['Horror'],346,https://letterboxd.com/film/hellmouth/,,,,
Hell,Tim Fehlbaum,2.92,"['Horror', 'Thriller', 'Mystery', 'Science Fiction']",2776,https://letterboxd.com/film/hell-2011/,,,,
Felt,Jason Banker,3.09,"['Drama', 'Horror']",1048,https://letterboxd.com/film/felt/,,,,
Monster Dog,Claudio Fragasso,2.48,['Horror'],2172,https://letterboxd.com/film/monster-dog/,,,,
Catwoman,Pitof,1.56,"['Fantasy', 'Crime', 'Action']",105985,https://letterboxd.com/film/catwoman/,,,,
The Brave,Johnny Depp,2.93,['Drama'],2783,https://letterboxd.com/film/the-brave/,,,,
"No Retreat, No Surrender",Corey Yuen Kwai,2.79,"['Action', 'Comedy', 'Crime', 'Drama']",9910,https://letterboxd.com/film/no-retreat-no-surrender/,,,,
The Suckling,Francis Teri,2.73,['Horror'],4511,https://letterboxd.com/film/the-suckling/,,,,
Cop Car,Jon Watts,3.28,"['Thriller', 'Crime']",23047,https://letterboxd.com/film/cop-car/,,,,
Hatchet II,Adam Green,2.75,"['Comedy', 'Horror', 'Thriller']",15268,https://letterboxd.com/film/hatchet-ii/,,,,
Synchronicity,Jacob Gentry,2.77,"['Mystery', 'Science Fiction', 'Thriller']",3298,https://letterboxd.com/film/synchronicity-2015/,,,,
A Royal Affair,Nikolaj Arcel,3.72,"['Drama', 'History', 'Romance']",30035,https://letterboxd.com/film/a-royal-affair/,,,,
June,L. Gustavo Cooper,2.73,"['Horror', 'Science Fiction']",384,https://letterboxd.com/film/june-2015/,,,,
III,Pavel Khvaleev,2.91,"['Horror', 'Drama', 'Thriller']",607,https://letterboxd.com/film/iii/,,,,
Hatchet III,BJ McDonnell,2.75,"['Action', 'Comedy', 'Thriller', 'Horror']",11729,https://letterboxd.com/film/hatchet-iii/,,,,
Dumplings,Fruit Chan,3.49,['Horror'],16582,https://letterboxd.com/film/dumplings/,,,,
Trespass,Walter Hill,3.22,"['Action', 'Crime', 'Thriller']",6857,https://letterboxd.com/film/trespass/,,,,
Old 37,Christian Winters,2.5,['Horror'],587,https://letterboxd.com/film/old-37/,,,,
E.T. the Extra-Terrestrial,Steven Spielberg,3.84,"['Science Fiction', 'Fantasy', 'Adventure', 'Family']",916661,https://letterboxd.com/film/et-the-extra-terrestrial/,,,,
Sleep Tight,Jaume Balagueró,3.51,"['Thriller', 'Horror']",25679,https://letterboxd.com/film/sleep-tight/,,,,
Prevenge,Alice Lowe,3.1,"['Horror', 'Thriller', 'Comedy', 'Drama', 'Fantasy']",16407,https://letterboxd.com/film/prevenge/,,,,
Even Lambs Have Teeth,Terry Miles,2.48,"['Horror', 'Thriller']",3338,https://letterboxd.com/film/even-lambs-have-teeth/,,,,
Tusk,Kevin Smith,2.4,"['Comedy', 'Horror']",180877,https://letterboxd.com/film/tusk-2014/,,,,
Frankenhooker,Frank Henenlotter,3.47,"['Comedy', 'Horror', 'Science Fiction']",56997,https://letterboxd.com/film/frankenhooker/,,,,
Shock,Mario Bava,3.32,['Horror'],8602,https://letterboxd.com/film/shock-1977/,,,,
The Big Cube,Tito Davison,2.91,"['Drama', 'Thriller']",592,https://letterboxd.com/film/the-big-cube/,,,,
The Billion Dollar Threat,Barry Shear,nan,"['TV Movie', 'Adventure', 'Action']",23,https://letterboxd.com/film/the-billion-dollar-threat/,,,,
Billy the Kid Versus Dracula,William Beaudine,2.17,"['Western', 'Horror']",1728,https://letterboxd.com/film/billy-the-kid-versus-dracula/,,,,
The Big Operator,Charles F. Haas,nan,"['Crime', 'Drama']",166,https://letterboxd.com/film/the-big-operator-1959/,,,,
The Big Beat,Will Cowan,nan,"['Comedy', 'Music']",16,https://letterboxd.com/film/the-big-beat/,,,,
Beyond the Poseidon Adventure,Irwin Allen,2.48,"['Drama', 'Adventure', 'Action']",2295,https://letterboxd.com/film/beyond-the-poseidon-adventure/,,,,
Beyond the Time Barrier,Edgar G. Ulmer,2.73,['Science Fiction'],1324,https://letterboxd.com/film/beyond-the-time-barrier/,,,,
The Big Bus,James Frawley,2.92,"['Action', 'Comedy']",1712,https://letterboxd.com/film/the-big-bus/,,,,
Bigfoot,Robert F. Slatzer,2.61,"['Science Fiction', 'Horror', 'Thriller']",422,https://letterboxd.com/film/bigfoot-1970/,,,,
The Bird with the Crystal Plumage,Dario Argento,3.7,"['Horror', 'Mystery', 'Thriller']",56932,https://letterboxd.com/film/the-bird-with-the-crystal-plumage/,,,,
Beyond the Valley of the Dolls,Russ Meyer,3.54,"['Comedy', 'Music', 'Drama']",20126,https://letterboxd.com/film/beyond-the-valley-of-the-dolls/,,,,
The Big Chase,Arthur Hilton,nan,"['Crime', 'Thriller']",105,https://letterboxd.com/film/the-big-chase/,,,,
Bikini Beach,William Asher,2.93,"['Music', 'Comedy', 'Romance']",1098,https://letterboxd.com/film/bikini-beach/,,,,
